FECHA_CORTE;ANIO;ID_MES;MES;DEPARTAMENTO;SITIO_TURISTICO;TIPO_VISITANTE;NUMERO_VISITANTES
20260429;2019;1;ENERO;CUSCO;SITIO ARQUEOLÓGICO DE TAMBOMACHAY;EXTRANJERO;1830
20260429;2019;1;ENERO;CUSCO;SITIO ARQUEOLÓGICO DE TAMBOMACHAY;TOTAL;3833
20260429;2019;1;ENERO;HUANCAVELICA;"MUSEO ARQUEOLÓGICO ""SAMUEL HUMBERTO ESPINOZA LOZANO""";NACIONAL;280
20260429;2019;1;ENERO;HUANCAVELICA;"MUSEO ARQUEOLÓGICO ""SAMUEL HUMBERTO ESPINOZA LOZANO""";EXTRANJERO;5
20260429;2019;1;ENERO;HUANCAVELICA;"MUSEO ARQUEOLÓGICO ""SAMUEL HUMBERTO ESPINOZA LOZANO""";TOTAL;285
20260429;2019;1;ENERO;HUANCAVELICA;"MUSEO REGIONAL ""DANIEL HERNÁNDEZ MORILLO""";NACIONAL;391
20260429;2019;1;ENERO;HUANCAVELICA;"MUSEO REGIONAL ""DANIEL HERNÁNDEZ MORILLO""";EXTRANJERO;6
20260429;2019;1;ENERO;HUANCAVELICA;"MUSEO REGIONAL ""DANIEL HERNÁNDEZ MORILLO""";TOTAL;397
20260429;2019;1;ENERO;HUÁNUCO;COMPLEJO ARQUEOLÓGICO HUÁNUCO PAMPA;NACIONAL;1059
20260429;2019;1;ENERO;HUÁNUCO;COMPLEJO ARQUEOLÓGICO HUÁNUCO PAMPA;EXTRANJERO;9
20260429;2019;1;ENERO;HUÁNUCO;COMPLEJO ARQUEOLÓGICO HUÁNUCO PAMPA;TOTAL;1068
20260429;2019;1;ENERO;HUÁNUCO;COMPLEJO ARQUEOLÓGICO KOTOSH;NACIONAL;8890
20260429;2019;1;ENERO;HUÁNUCO;COMPLEJO ARQUEOLÓGICO KOTOSH;EXTRANJERO;51
20260429;2019;1;ENERO;HUÁNUCO;COMPLEJO ARQUEOLÓGICO KOTOSH;TOTAL;8941
20260429;2019;1;ENERO;HUÁNUCO;PARQUE NACIONAL DE TINGO MARÍA (CUEVA DE LAS LECHUZAS);NACIONAL;12867
20260429;2019;1;ENERO;HUÁNUCO;PARQUE NACIONAL DE TINGO MARÍA (CUEVA DE LAS LECHUZAS);EXTRANJERO;70
20260429;2019;1;ENERO;HUÁNUCO;PARQUE NACIONAL DE TINGO MARÍA (CUEVA DE LAS LECHUZAS);TOTAL;12937
20260429;2019;1;ENERO;ICA;MIRADOR DE LAS LÍNEAS DE NASCA;NACIONAL;5559
20260429;2019;1;ENERO;ICA;MIRADOR DE LAS LÍNEAS DE NASCA;EXTRANJERO;4565
20260429;2019;1;ENERO;ICA;MIRADOR DE LAS LÍNEAS DE NASCA;TOTAL;10124
20260429;2019;1;ENERO;ICA;"MUSEO DE SITIO PARACAS ""JULIO C. TELLO""";NACIONAL;1798
20260429;2019;1;ENERO;ICA;"MUSEO DE SITIO PARACAS ""JULIO C. TELLO""";EXTRANJERO;458
20260429;2019;1;ENERO;ICA;"MUSEO DE SITIO PARACAS ""JULIO C. TELLO""";TOTAL;2256
20260429;2019;1;ENERO;ICA;MUSEO REGIONAL ADOLFO BERMÚDEZ JENKINS;NACIONAL;2477
20260429;2019;1;ENERO;ICA;MUSEO REGIONAL ADOLFO BERMÚDEZ JENKINS;EXTRANJERO;562
20260429;2019;1;ENERO;ICA;MUSEO REGIONAL ADOLFO BERMÚDEZ JENKINS;TOTAL;3039
20260429;2019;1;ENERO;ICA;RESERVA NACIONAL DE PARACAS;NACIONAL;75347
20260429;2019;1;ENERO;ICA;RESERVA NACIONAL DE PARACAS;EXTRANJERO;8398
20260429;2019;1;ENERO;ICA;RESERVA NACIONAL DE PARACAS;TOTAL;83745
20260429;2019;1;ENERO;ICA;RESERVA NACIONAL SAN FERNANDO;NACIONAL;243
20260429;2019;1;ENERO;ICA;RESERVA NACIONAL SAN FERNANDO;EXTRANJERO;27
20260429;2019;1;ENERO;ICA;RESERVA NACIONAL SAN FERNANDO;TOTAL;270
20260429;2019;1;ENERO;ICA;RESERVA NACIONAL SISTEMA DE ISLAS, ISLOTES Y PUNTAS GUANERAS (RNSIIPG) ISLAS BALLESTAS;NACIONAL;39665
20260429;2019;1;ENERO;ICA;RESERVA NACIONAL SISTEMA DE ISLAS, ISLOTES Y PUNTAS GUANERAS (RNSIIPG) ISLAS BALLESTAS;EXTRANJERO;26444
